latitude,longitude,date,flag,title,place_name,place_url,time_string,signup_url
38.89751,-77.03872,2016-07-07,us,White House Mapathon,1600 Pennsylvania,http://osm.org/go/ZZcbLoQ~J--?m=,13:00-17:00,http://mapathon.us/
